id,publication_year,cited_by_count,authors
https://openalex.org/W2157765479,2011,88,['https://openalex.org/A5013262618']
https://openalex.org/W2153016924,2012,80,"['https://openalex.org/A5049607869', 'https://openalex.org/A5032038215', 'https://openalex.org/A5046051310', 'https://openalex.org/A5042550344', 'https://openalex.org/A5074881456', 'https://openalex.org/A5023888505']"
https://openalex.org/W2135615843,2013,78,"['https://openalex.org/A5014048759', 'https://openalex.org/A5059787882', 'https://openalex.org/A5025218537']"
https://openalex.org/W2168623735,2011,78,"['https://openalex.org/A5001682791', 'https://openalex.org/A5053300677', 'https://openalex.org/A5032880722', 'https://openalex.org/A5049607869', 'https://openalex.org/A5074881456']"
https://openalex.org/W2085605854,2011,75,"['https://openalex.org/A5049146608', 'https://openalex.org/A5076808323', 'https://openalex.org/A5048061268', 'https://openalex.org/A5088335237']"
https://openalex.org/W1980109769,1966,72,['https://openalex.org/A5025141355']
https://openalex.org/W1981398148,2013,72,"['https://openalex.org/A5071855834', 'https://openalex.org/A5013262618', 'https://openalex.org/A5058305379', 'https://openalex.org/A5024001153', 'https://openalex.org/A5071417493']"
https://openalex.org/W2403286959,2015,72,"['https://openalex.org/A5031364854', 'https://openalex.org/A5081429241', 'https://openalex.org/A5070920982']"
https://openalex.org/W2128463022,2012,71,"['https://openalex.org/A5066147914', 'https://openalex.org/A5049607869', 'https://openalex.org/A5082383440', 'https://openalex.org/A5080198182', 'https://openalex.org/A5074881456', 'https://openalex.org/A5023888505', 'https://openalex.org/A5026197656']"
https://openalex.org/W2158821442,2013,68,"['https://openalex.org/A5038460177', 'https://openalex.org/A5049957600', 'https://openalex.org/A5049607869', 'https://openalex.org/A5074881456', 'https://openalex.org/A5033380277']"
https://openalex.org/W2614820936,2017,57,"['https://openalex.org/A5021515262', 'https://openalex.org/A5059787882', 'https://openalex.org/A5070491108', 'https://openalex.org/A5032926589', 'https://openalex.org/A5025218537']"
https://openalex.org/W2763922718,2017,55,"['https://openalex.org/A5045799059', 'https://openalex.org/A5026523515', 'https://openalex.org/A5046011683', 'https://openalex.org/A5075416803', 'https://openalex.org/A5036178668', 'https://openalex.org/A5000706062', 'https://openalex.org/A5041695925']"
https://openalex.org/W2934490072,2019,51,"['https://openalex.org/A5037837738', 'https://openalex.org/A5016270542', 'https://openalex.org/A5049692788', 'https://openalex.org/A5051058073', 'https://openalex.org/A5088335237']"
https://openalex.org/W3029050225,2020,43,"['https://openalex.org/A5046475081', 'https://openalex.org/A5034130966', 'https://openalex.org/A5079577398']"
https://openalex.org/W3000025556,2020,36,"['https://openalex.org/A5077515904', 'https://openalex.org/A5062610763']"
https://openalex.org/W2990372444,2020,35,"['https://openalex.org/A5081429241', 'https://openalex.org/A5007746083', 'https://openalex.org/A5068008545']"
https://openalex.org/W4205657451,2021,32,"['https://openalex.org/A5089037676', 'https://openalex.org/A5025141355']"
https://openalex.org/W2982350407,2021,31,"['https://openalex.org/A5088335237', 'https://openalex.org/A5065662769', 'https://openalex.org/A5066967114']"
https://openalex.org/W4310369252,2022,17,"['https://openalex.org/A5015734687', 'https://openalex.org/A5088335237', 'https://openalex.org/A5050724302', 'https://openalex.org/A5044664261', 'https://openalex.org/A5052239782', 'https://openalex.org/A5049616013', 'https://openalex.org/A5045253843', 'https://openalex.org/A5023340968']"
https://openalex.org/W4210747884,2022,14,"['https://openalex.org/A5067953991', 'https://openalex.org/A5013616968', 'https://openalex.org/A5041856505']"
https://openalex.org/W2118163659,2003,94,['https://openalex.org/A5049607869']
https://openalex.org/W1970573088,2008,78,"['https://openalex.org/A5059126266', 'https://openalex.org/A5008869618', 'https://openalex.org/A5049607869', 'https://openalex.org/A5024406485']"
https://openalex.org/W2045405463,1988,77,"['https://openalex.org/A5025141355', 'https://openalex.org/A5087494046']"
https://openalex.org/W2039669435,2008,70,"['https://openalex.org/A5049607869', 'https://openalex.org/A5038537105', 'https://openalex.org/A5049590315', 'https://openalex.org/A5074881456', 'https://openalex.org/A5067304057']"
https://openalex.org/W2168981274,2009,66,"['https://openalex.org/A5022105203', 'https://openalex.org/A5081429241', 'https://openalex.org/A5073544378', 'https://openalex.org/A5000679279']"
https://openalex.org/W2222248495,2011,64,"['https://openalex.org/A5046475081', 'https://openalex.org/A5038419868']"
https://openalex.org/W2062470047,1972,58,"['https://openalex.org/A5025141355', 'https://openalex.org/A5089005336']"
https://openalex.org/W2160044989,2010,56,"['https://openalex.org/A5049607869', 'https://openalex.org/A5066657882', 'https://openalex.org/A5005403196', 'https://openalex.org/A5028991721', 'https://openalex.org/A5006476089', 'https://openalex.org/A5074881456']"
https://openalex.org/W2145700826,2012,54,"['https://openalex.org/A5049607869', 'https://openalex.org/A5032038215', 'https://openalex.org/A5046051310', 'https://openalex.org/A5042550344', 'https://openalex.org/A5074881456', 'https://openalex.org/A5023888505']"
https://openalex.org/W2312803754,2014,51,"['https://openalex.org/A5070520070', 'https://openalex.org/A5013262618']"
https://openalex.org/W2119396895,2011,50,"['https://openalex.org/A5008869618', 'https://openalex.org/A5077914603', 'https://openalex.org/A5049607869', 'https://openalex.org/A5022760252', 'https://openalex.org/A5035394657']"
https://openalex.org/W2094736067,2012,49,"['https://openalex.org/A5073905699', 'https://openalex.org/A5049957600', 'https://openalex.org/A5049607869', 'https://openalex.org/A5054780837', 'https://openalex.org/A5026197656', 'https://openalex.org/A5042550344', 'https://openalex.org/A5023888505']"
https://openalex.org/W2058883933,2014,47,"['https://openalex.org/A5038419868', 'https://openalex.org/A5046475081']"
https://openalex.org/W2062087267,2015,41,"['https://openalex.org/A5003166598', 'https://openalex.org/A5049607869', 'https://openalex.org/A5049957600', 'https://openalex.org/A5074881456']"
https://openalex.org/W2787934148,2018,41,"['https://openalex.org/A5069696998', 'https://openalex.org/A5013262618']"
https://openalex.org/W3032049092,2020,32,"['https://openalex.org/A5076651767', 'https://openalex.org/A5020533147', 'https://openalex.org/A5056499434']"
https://openalex.org/W2108453122,2003,67,"['https://openalex.org/A5089137896', 'https://openalex.org/A5069353228', 'https://openalex.org/A5001227032', 'https://openalex.org/A5020235155']"
https://openalex.org/W4241891079,1989,59,"['https://openalex.org/A5079012482', 'https://openalex.org/A5025141355', 'https://openalex.org/A5007936316']"
https://openalex.org/W2101310246,2008,58,"['https://openalex.org/A5088335237', 'https://openalex.org/A5039607010', 'https://openalex.org/A5080912825', 'https://openalex.org/A5018814025']"
https://openalex.org/W2118741080,2007,56,['https://openalex.org/A5046475081']
https://openalex.org/W560310224,2008,52,['https://openalex.org/A5046475081']
https://openalex.org/W401049604,1972,42,['https://openalex.org/A5025141355']
https://openalex.org/W2166914737,2012,41,['https://openalex.org/A5025141355']
https://openalex.org/W2169855455,2012,40,"['https://openalex.org/A5001227032', 'https://openalex.org/A5077084954', 'https://openalex.org/A5030223469']"
https://openalex.org/W2069652431,1965,39,['https://openalex.org/A5025141355']
https://openalex.org/W2163045581,1961,37,['https://openalex.org/A5025141355']
https://openalex.org/W2761076684,2019,30,['https://openalex.org/A5030406488']
https://openalex.org/W2775530869,2017,30,"['https://openalex.org/A5021838428', 'https://openalex.org/A5006712471', 'https://openalex.org/A5002323911', 'https://openalex.org/A5020478086', 'https://openalex.org/A5071210464', 'https://openalex.org/A5042955432']"
https://openalex.org/W2903691885,2019,30,"['https://openalex.org/A5011662746', 'https://openalex.org/A5046011683', 'https://openalex.org/A5025783817', 'https://openalex.org/A5009266404']"
https://openalex.org/W2940809075,2019,30,"['https://openalex.org/A5054480943', 'https://openalex.org/A5017335487', 'https://openalex.org/A5026457242', 'https://openalex.org/A5080121038', 'https://openalex.org/A5005560058', 'https://openalex.org/A5074234868', 'https://openalex.org/A5021816222', 'https://openalex.org/A5088335237', 'https://openalex.org/A5025243022']"
https://openalex.org/W2965947299,2019,30,"['https://openalex.org/A5010352723', 'https://openalex.org/A5022994404', 'https://openalex.org/A5077516931']"
https://openalex.org/W2912860991,2019,26,"['https://openalex.org/A5068117141', 'https://openalex.org/A5013262618']"
https://openalex.org/W2961637048,2019,26,"['https://openalex.org/A5005806296', 'https://openalex.org/A5063360427', 'https://openalex.org/A5059787882', 'https://openalex.org/A5069885186', 'https://openalex.org/A5078374749', 'https://openalex.org/A5079588783', 'https://openalex.org/A5064152560', 'https://openalex.org/A5039724817', 'https://openalex.org/A5073073131']"
https://openalex.org/W3011737145,2020,25,"['https://openalex.org/A5059787882', 'https://openalex.org/A5020199695', 'https://openalex.org/A5020744129', 'https://openalex.org/A5069885186']"
https://openalex.org/W3161219713,2021,17,"['https://openalex.org/A5076651767', 'https://openalex.org/A5054913386', 'https://openalex.org/A5066252195', 'https://openalex.org/A5076732230', 'https://openalex.org/A5020533147', 'https://openalex.org/A5056499434']"
https://openalex.org/W2048836889,2005,49,"['https://openalex.org/A5025123237', 'https://openalex.org/A5063532655', 'https://openalex.org/A5025141355', 'https://openalex.org/A5013925237']"
https://openalex.org/W2066367674,1978,38,['https://openalex.org/A5025141355']
https://openalex.org/W1566587478,2013,35,"['https://openalex.org/A5075684861', 'https://openalex.org/A5078376859']"
https://openalex.org/W2138044008,2012,35,"['https://openalex.org/A5078371872', 'https://openalex.org/A5049607869', 'https://openalex.org/A5074881456', 'https://openalex.org/A5067304057']"
https://openalex.org/W126832560,2014,32,"['https://openalex.org/A5001227032', 'https://openalex.org/A5030223469', 'https://openalex.org/A5033680845']"
https://openalex.org/W2141129588,2013,31,"['https://openalex.org/A5086213684', 'https://openalex.org/A5053300677', 'https://openalex.org/A5083150788', 'https://openalex.org/A5049607869', 'https://openalex.org/A5003272847', 'https://openalex.org/A5074881456']"
https://openalex.org/W2094563761,2014,30,"['https://openalex.org/A5051810580', 'https://openalex.org/A5005491067', 'https://openalex.org/A5049607869', 'https://openalex.org/A5049957600', 'https://openalex.org/A5061863972', 'https://openalex.org/A5074881456']"
https://openalex.org/W2094871652,1965,29,"['https://openalex.org/A5025141355', 'https://openalex.org/A5032619332']"
https://openalex.org/W2740960106,2017,29,"['https://openalex.org/A5001227032', 'https://openalex.org/A5086221076', 'https://openalex.org/A5075478426']"
https://openalex.org/W1780154823,2015,27,"['https://openalex.org/A5059787882', 'https://openalex.org/A5077743516', 'https://openalex.org/A5048738205', 'https://openalex.org/A5079596102', 'https://openalex.org/A5031799782']"
https://openalex.org/W2058854362,2015,27,['https://openalex.org/A5025141355']
https://openalex.org/W2110269002,2015,27,"['https://openalex.org/A5040465567', 'https://openalex.org/A5046475081', 'https://openalex.org/A5078866513']"
https://openalex.org/W2810332913,2018,26,['https://openalex.org/A5071988241']
https://openalex.org/W2890148349,2018,26,"['https://openalex.org/A5086526909', 'https://openalex.org/A5065574136', 'https://openalex.org/A5080825557', 'https://openalex.org/A5083234787', 'https://openalex.org/A5071988241', 'https://openalex.org/A5084313044']"
https://openalex.org/W2286248569,2016,25,"['https://openalex.org/A5072574591', 'https://openalex.org/A5061324721', 'https://openalex.org/A5064196598', 'https://openalex.org/A5010475017', 'https://openalex.org/A5001731766', 'https://openalex.org/A5007778843']"
https://openalex.org/W2763250088,2017,25,"['https://openalex.org/A5077718412', 'https://openalex.org/A5082896061', 'https://openalex.org/A5024837388', 'https://openalex.org/A5071609742', 'https://openalex.org/A5049607869', 'https://openalex.org/A5053300677', 'https://openalex.org/A5044400361', 'https://openalex.org/A5079991156', 'https://openalex.org/A5082416184']"
https://openalex.org/W2793488029,2018,25,"['https://openalex.org/A5035738011', 'https://openalex.org/A5082968822', 'https://openalex.org/A5001227032', 'https://openalex.org/A5052831869', 'https://openalex.org/A5007914848']"
https://openalex.org/W2933315718,2019,24,"['https://openalex.org/A5051473473', 'https://openalex.org/A5060121586', 'https://openalex.org/A5011492998', 'https://openalex.org/A5066187890', 'https://openalex.org/A5001227032']"
https://openalex.org/W2896995886,2019,22,"['https://openalex.org/A5011833099', 'https://openalex.org/A5000772319', 'https://openalex.org/A5068040272', 'https://openalex.org/A5062575348', 'https://openalex.org/A5013262618', 'https://openalex.org/A5073872497', 'https://openalex.org/A5082028715', 'https://openalex.org/A5078696405']"
https://openalex.org/W3163966514,2021,16,"['https://openalex.org/A5046475081', 'https://openalex.org/A5001546632', 'https://openalex.org/A5013170605', 'https://openalex.org/A5046083717']"
https://openalex.org/W4200143997,2021,14,"['https://openalex.org/A5083444453', 'https://openalex.org/A5076651767', 'https://openalex.org/A5021501103', 'https://openalex.org/A5056499434']"
https://openalex.org/W1973100061,1989,41,"['https://openalex.org/A5087181942', 'https://openalex.org/A5048954811', 'https://openalex.org/A5001227032', 'https://openalex.org/A5090179530']"
https://openalex.org/W2060791636,1973,34,['https://openalex.org/A5025141355']
https://openalex.org/W2732901375,2010,33,['https://openalex.org/A5013262618']
https://openalex.org/W1512479605,2013,27,"['https://openalex.org/A5046886059', 'https://openalex.org/A5020235155', 'https://openalex.org/A5073056211', 'https://openalex.org/A5001227032']"
https://openalex.org/W2013958426,2013,26,"['https://openalex.org/A5010276777', 'https://openalex.org/A5027036879', 'https://openalex.org/A5081429241', 'https://openalex.org/A5070795618']"
https://openalex.org/W2027632420,2013,26,"['https://openalex.org/A5001779075', 'https://openalex.org/A5049957600', 'https://openalex.org/A5049607869', 'https://openalex.org/A5001559598', 'https://openalex.org/A5074881456', 'https://openalex.org/A5083750568']"
https://openalex.org/W2548111140,2017,23,['https://openalex.org/A5025141355']
https://openalex.org/W2415282395,1961,21,"['https://openalex.org/A5025141355', 'https://openalex.org/A5032619332']"
https://openalex.org/W2983585534,2019,21,"['https://openalex.org/A5007675088', 'https://openalex.org/A5039675865', 'https://openalex.org/A5062105716', 'https://openalex.org/A5026421902', 'https://openalex.org/A5089521510', 'https://openalex.org/A5087667251']"
https://openalex.org/W2948918897,2019,20,"['https://openalex.org/A5055411829', 'https://openalex.org/A5067796612', 'https://openalex.org/A5046011683', 'https://openalex.org/A5066687016', 'https://openalex.org/A5087956926', 'https://openalex.org/A5061223764']"
https://openalex.org/W3170549251,2021,12,"['https://openalex.org/A5087635409', 'https://openalex.org/A5069671758', 'https://openalex.org/A5041817889', 'https://openalex.org/A5057372216', 'https://openalex.org/A5012965551', 'https://openalex.org/A5001227032', 'https://openalex.org/A5042096756', 'https://openalex.org/A5026132686']"
https://openalex.org/W3208451311,2021,12,"['https://openalex.org/A5016371653', 'https://openalex.org/A5071665336', 'https://openalex.org/A5059787882', 'https://openalex.org/A5084793824']"
https://openalex.org/W2177973451,2003,42,"['https://openalex.org/A5001227032', 'https://openalex.org/A5052098157', 'https://openalex.org/A5080392444']"
https://openalex.org/W1970437743,1985,35,"['https://openalex.org/A5025141355', 'https://openalex.org/A5086966192']"
https://openalex.org/W1965613362,2010,29,"['https://openalex.org/A5057861660', 'https://openalex.org/A5013262618', 'https://openalex.org/A5024915368']"
https://openalex.org/W4299408707,1971,26,['https://openalex.org/A5025141355']
https://openalex.org/W1522344478,2013,22,"['https://openalex.org/A5046475081', 'https://openalex.org/A5084424576', 'https://openalex.org/A5038419868']"
https://openalex.org/W2131007043,2014,20,"['https://openalex.org/A5083370977', 'https://openalex.org/A5024219829', 'https://openalex.org/A5067953991', 'https://openalex.org/A5034176491', 'https://openalex.org/A5072325945']"
https://openalex.org/W2013672706,2014,19,"['https://openalex.org/A5030321541', 'https://openalex.org/A5006476089', 'https://openalex.org/A5033331950', 'https://openalex.org/A5049607869', 'https://openalex.org/A5070355432', 'https://openalex.org/A5091078668']"
https://openalex.org/W2854634389,2018,19,"['https://openalex.org/A5016270542', 'https://openalex.org/A5071773009', 'https://openalex.org/A5049692788', 'https://openalex.org/A5051058073', 'https://openalex.org/A5088335237']"
https://openalex.org/W2396804222,2016,18,"['https://openalex.org/A5074134679', 'https://openalex.org/A5007746083', 'https://openalex.org/A5081429241']"
https://openalex.org/W2787582849,2017,18,"['https://openalex.org/A5071988241', 'https://openalex.org/A5086526909', 'https://openalex.org/A5090962780']"
https://openalex.org/W2942692776,2019,18,"['https://openalex.org/A5091326079', 'https://openalex.org/A5006509575', 'https://openalex.org/A5087624455', 'https://openalex.org/A5040580626']"
https://openalex.org/W4231588236,2019,17,"['https://openalex.org/A5020533147', 'https://openalex.org/A5076651767', 'https://openalex.org/A5052536455', 'https://openalex.org/A5021501103', 'https://openalex.org/A5080265907', 'https://openalex.org/A5056499434']"
https://openalex.org/W3035029785,2020,15,"['https://openalex.org/A5067953991', 'https://openalex.org/A5070433540', 'https://openalex.org/A5015375969', 'https://openalex.org/A5041856505']"
https://openalex.org/W3101479482,2020,15,"['https://openalex.org/A5001646936', 'https://openalex.org/A5091326079', 'https://openalex.org/A5018976680']"
https://openalex.org/W3042827525,2020,14,"['https://openalex.org/A5067953991', 'https://openalex.org/A5041856505']"
https://openalex.org/W1618956495,1995,34,"['https://openalex.org/A5089137896', 'https://openalex.org/A5001227032']"
https://openalex.org/W2037940900,1991,34,"['https://openalex.org/A5025141355', 'https://openalex.org/A5044743855', 'https://openalex.org/A5002634715']"
https://openalex.org/W2134480544,2005,34,"['https://openalex.org/A5043989022', 'https://openalex.org/A5001227032', 'https://openalex.org/A5048386811', 'https://openalex.org/A5043699777']"
https://openalex.org/W2000582652,1975,23,['https://openalex.org/A5025141355']
https://openalex.org/W2313115348,2015,17,"['https://openalex.org/A5071010060', 'https://openalex.org/A5059313553', 'https://openalex.org/A5058305379', 'https://openalex.org/A5013262618']"
https://openalex.org/W2332650154,1964,17,['https://openalex.org/A5025141355']
https://openalex.org/W2347116269,2016,16,"['https://openalex.org/A5020045407', 'https://openalex.org/A5066292961', 'https://openalex.org/A5085462678', 'https://openalex.org/A5007675088', 'https://openalex.org/A5015997769', 'https://openalex.org/A5025412768', 'https://openalex.org/A5056426413']"
https://openalex.org/W2765861035,2017,16,"['https://openalex.org/A5001227032', 'https://openalex.org/A5012435036']"
https://openalex.org/W1901262753,2004,29,"['https://openalex.org/A5001227032', 'https://openalex.org/A5051031380']"
https://openalex.org/W3148661458,2004,26,['https://openalex.org/A5046475081']
https://openalex.org/W2590622074,1966,17,['https://openalex.org/A5025141355']
https://openalex.org/W2742494266,2017,14,"['https://openalex.org/A5030406488', 'https://openalex.org/A5063237850', 'https://openalex.org/A5060310064']"
https://openalex.org/W3121902296,2016,13,"['https://openalex.org/A5076651767', 'https://openalex.org/A5040287174', 'https://openalex.org/A5056499434']"
https://openalex.org/W2912709031,2019,12,"['https://openalex.org/A5062216900', 'https://openalex.org/A5013262618', 'https://openalex.org/A5062873491']"
https://openalex.org/W3017012802,2020,11,"['https://openalex.org/A5007126580', 'https://openalex.org/A5051434566', 'https://openalex.org/A5051058073', 'https://openalex.org/A5020932593', 'https://openalex.org/A5088335237']"
https://openalex.org/W3092901495,2020,11,"['https://openalex.org/A5069579180', 'https://openalex.org/A5059787882', 'https://openalex.org/A5061488382', 'https://openalex.org/A5029805143', 'https://openalex.org/A5046546654', 'https://openalex.org/A5031799782']"
https://openalex.org/W1488300569,1993,26,"['https://openalex.org/A5001227032', 'https://openalex.org/A5023894100', 'https://openalex.org/A5004609930', 'https://openalex.org/A5071972513']"
https://openalex.org/W2093998522,2007,21,"['https://openalex.org/A5086585292', 'https://openalex.org/A5001227032', 'https://openalex.org/A5088152848']"
https://openalex.org/W2154362318,2007,20,['https://openalex.org/A5013262618']
https://openalex.org/W2032464522,1974,17,['https://openalex.org/A5025141355']
https://openalex.org/W1966248748,2012,14,"['https://openalex.org/A5090548734', 'https://openalex.org/A5039491690', 'https://openalex.org/A5088335237', 'https://openalex.org/A5075860970', 'https://openalex.org/A5038148716']"
https://openalex.org/W1616833294,2014,12,"['https://openalex.org/A5062206864', 'https://openalex.org/A5051234459', 'https://openalex.org/A5058702075', 'https://openalex.org/A5006580891', 'https://openalex.org/A5001227032', 'https://openalex.org/A5035208761']"
https://openalex.org/W2528834603,2018,12,"['https://openalex.org/A5071988241', 'https://openalex.org/A5086526909']"
https://openalex.org/W2807614063,2018,12,"['https://openalex.org/A5087143068', 'https://openalex.org/A5075478426', 'https://openalex.org/A5034748660', 'https://openalex.org/A5001227032']"
https://openalex.org/W2897551452,2018,12,"['https://openalex.org/A5088335237', 'https://openalex.org/A5087455664', 'https://openalex.org/A5087684941', 'https://openalex.org/A5075241233']"
https://openalex.org/W2189254409,2016,11,"['https://openalex.org/A5057861660', 'https://openalex.org/A5013262618']"
https://openalex.org/W2964022310,2019,11,"['https://openalex.org/A5071988241', 'https://openalex.org/A5073180609', 'https://openalex.org/A5044523801']"
https://openalex.org/W2964961709,2019,11,"['https://openalex.org/A5023245043', 'https://openalex.org/A5046475081']"
https://openalex.org/W2084037193,1986,19,"['https://openalex.org/A5087181942', 'https://openalex.org/A5034462193', 'https://openalex.org/A5001227032']"
https://openalex.org/W96573956,2007,17,"['https://openalex.org/A5019872801', 'https://openalex.org/A5046475081', 'https://openalex.org/A5019194137', 'https://openalex.org/A5054909263']"
https://openalex.org/W2612873285,2010,13,"['https://openalex.org/A5013262618', 'https://openalex.org/A5067810419', 'https://openalex.org/A5036379141']"
https://openalex.org/W1999576229,2011,11,"['https://openalex.org/A5051810580', 'https://openalex.org/A5049607869', 'https://openalex.org/A5066338740', 'https://openalex.org/A5061863972', 'https://openalex.org/A5074881456']"
https://openalex.org/W2001346473,2011,11,"['https://openalex.org/A5072141116', 'https://openalex.org/A5067998396', 'https://openalex.org/A5006580891', 'https://openalex.org/A5001227032']"
https://openalex.org/W2072943580,1962,11,"['https://openalex.org/A5025141355', 'https://openalex.org/A5032619332']"
https://openalex.org/W3099767734,2017,11,"['https://openalex.org/A5010634347', 'https://openalex.org/A5058305379', 'https://openalex.org/A5013262618']"
https://openalex.org/W1500738304,2006,15,['https://openalex.org/A5001227032']
https://openalex.org/W2079880710,1975,13,['https://openalex.org/A5025141355']
https://openalex.org/W2053045574,2010,11,"['https://openalex.org/A5001227032', 'https://openalex.org/A5007474906', 'https://openalex.org/A5046886059', 'https://openalex.org/A5000051792']"
https://openalex.org/W2141333305,1989,16,"['https://openalex.org/A5001227032', 'https://openalex.org/A5072902302']"
https://openalex.org/W1562312332,2007,11,"['https://openalex.org/A5086585292', 'https://openalex.org/A5001227032', 'https://openalex.org/A5088152848']"
https://openalex.org/W2980389274,1997,16,"['https://openalex.org/A5001227032', 'https://openalex.org/A5089137896']"
https://openalex.org/W2036125259,1985,14,['https://openalex.org/A5025141355']
https://openalex.org/W1493455195,2004,13,"['https://openalex.org/A5069353228', 'https://openalex.org/A5001227032']"
https://openalex.org/W1986574931,1986,12,"['https://openalex.org/A5041692435', 'https://openalex.org/A5025141355']"
https://openalex.org/W1485119882,1997,14,"['https://openalex.org/A5017426974', 'https://openalex.org/A5001227032', 'https://openalex.org/A5063752971', 'https://openalex.org/A5069967478', 'https://openalex.org/A5076802565', 'https://openalex.org/A5041273116', 'https://openalex.org/A5039482178', 'https://openalex.org/A5009065607']"
https://openalex.org/W1936937432,2000,11,"['https://openalex.org/A5048258273', 'https://openalex.org/A5001227032']"
https://openalex.org/W2007427683,2002,11,"['https://openalex.org/A5037857182', 'https://openalex.org/A5001227032', 'https://openalex.org/A5023894100']"
https://openalex.org/W2117413194,2000,11,"['https://openalex.org/A5048258273', 'https://openalex.org/A5001227032', 'https://openalex.org/A5003486719', 'https://openalex.org/A5055715757']"
https://openalex.org/W1538118826,1996,12,"['https://openalex.org/A5004609930', 'https://openalex.org/A5001227032']"
https://openalex.org/W2065306191,1996,12,"['https://openalex.org/A5001227032', 'https://openalex.org/A5039482178']"
https://openalex.org/W2337323496,2016,2352,"['https://openalex.org/A5068267080', 'https://openalex.org/A5089186571', 'https://openalex.org/A5032668331', 'https://openalex.org/A5082165277']"
https://openalex.org/W2000141755,2012,758,"['https://openalex.org/A5012701585', 'https://openalex.org/A5005082745']"
https://openalex.org/W2026173079,2014,648,"['https://openalex.org/A5012701585', 'https://openalex.org/A5005082745', 'https://openalex.org/A5025427025']"
https://openalex.org/W1586771686,2015,573,"['https://openalex.org/A5047899047', 'https://openalex.org/A5089186571', 'https://openalex.org/A5011734445', 'https://openalex.org/A5005075027', 'https://openalex.org/A5087237906', 'https://openalex.org/A5066640889']"
https://openalex.org/W3133423348,2021,517,"['https://openalex.org/A5076143079', 'https://openalex.org/A5041680508', 'https://openalex.org/A5047301239', 'https://openalex.org/A5008291667', 'https://openalex.org/A5016371653']"
https://openalex.org/W3022825990,2020,461,"['https://openalex.org/A5090164681', 'https://openalex.org/A5039726789', 'https://openalex.org/A5026237459', 'https://openalex.org/A5021948714', 'https://openalex.org/A5023301432', 'https://openalex.org/A5003461314', 'https://openalex.org/A5042663607']"
https://openalex.org/W2787887681,2018,391,"['https://openalex.org/A5012701585', 'https://openalex.org/A5071496598', 'https://openalex.org/A5037456313']"
https://openalex.org/W1975989187,2008,377,"['https://openalex.org/A5009524614', 'https://openalex.org/A5012701585', 'https://openalex.org/A5012543005']"
https://openalex.org/W2080246867,2015,376,"['https://openalex.org/A5012701585', 'https://openalex.org/A5016053134', 'https://openalex.org/A5064437777']"
https://openalex.org/W3006723314,2020,262,"['https://openalex.org/A5006604117', 'https://openalex.org/A5078451901', 'https://openalex.org/A5012701585']"
https://openalex.org/W2077281606,2014,258,"['https://openalex.org/A5090919225', 'https://openalex.org/A5020306286', 'https://openalex.org/A5016589479', 'https://openalex.org/A5048216017', 'https://openalex.org/A5069878224', 'https://openalex.org/A5009012039', 'https://openalex.org/A5046546654']"
https://openalex.org/W2036678259,2009,233,"['https://openalex.org/A5072354759', 'https://openalex.org/A5005437129', 'https://openalex.org/A5010691256', 'https://openalex.org/A5081486876']"
https://openalex.org/W2115165082,2010,229,"['https://openalex.org/A5070147761', 'https://openalex.org/A5012701585']"
https://openalex.org/W2124992751,2012,220,"['https://openalex.org/A5049074892', 'https://openalex.org/A5012701585']"
https://openalex.org/W3121900038,2017,206,"['https://openalex.org/A5027017603', 'https://openalex.org/A5015080029', 'https://openalex.org/A5017863919', 'https://openalex.org/A5034818840', 'https://openalex.org/A5012701585']"
https://openalex.org/W2962972034,2018,199,"['https://openalex.org/A5063557800', 'https://openalex.org/A5041680508', 'https://openalex.org/A5022164041', 'https://openalex.org/A5077299582']"
https://openalex.org/W2792053130,2018,198,"['https://openalex.org/A5063557800', 'https://openalex.org/A5041680508', 'https://openalex.org/A5022164041', 'https://openalex.org/A5077299582']"
https://openalex.org/W2146108262,2012,191,"['https://openalex.org/A5035155852', 'https://openalex.org/A5059186723', 'https://openalex.org/A5012701585']"
https://openalex.org/W3118261252,2021,154,"['https://openalex.org/A5000432967', 'https://openalex.org/A5006350000', 'https://openalex.org/A5078275221', 'https://openalex.org/A5025536015', 'https://openalex.org/A5000043933', 'https://openalex.org/A5082491697', 'https://openalex.org/A5047150833', 'https://openalex.org/A5076986736']"
https://openalex.org/W3103626019,2017,153,"['https://openalex.org/A5063098095', 'https://openalex.org/A5070463669', 'https://openalex.org/A5015642711', 'https://openalex.org/A5016146759', 'https://openalex.org/A5068182184']"
https://openalex.org/W2116786781,2014,152,"['https://openalex.org/A5012701585', 'https://openalex.org/A5089478603', 'https://openalex.org/A5008340021']"
https://openalex.org/W2614302206,2017,139,"['https://openalex.org/A5083806995', 'https://openalex.org/A5068331353', 'https://openalex.org/A5030259169', 'https://openalex.org/A5016308056', 'https://openalex.org/A5012701585']"
https://openalex.org/W2803148772,2018,132,"['https://openalex.org/A5070463669', 'https://openalex.org/A5063098095', 'https://openalex.org/A5034406723', 'https://openalex.org/A5068182184']"
https://openalex.org/W2585682652,2017,128,"['https://openalex.org/A5063557800', 'https://openalex.org/A5041680508', 'https://openalex.org/A5022164041', 'https://openalex.org/A5077299582']"
