name
Li Liao
Alba Motes Rodrigo
Alexandre Evsukoff
Albert-Laszlo Barabasi
Miguel Rivera-Lanas
Jamil Zaki
Camelia Oprea
Kiran Garimella
Rodger Richer
Hriday Chheda
Takayuki Uchiba
Adam H. Russell
Helen Margetts
Ane Rahbek Vierø
Riccardo Di Clemente
Laura Leone
Nicholas Buttrick
Ciro Cattuto
Peter Dodds
Abdullah Almaatouq
Julia Huschens
Vincent Lariviere
Alessia Antelmi
Yu-Yao Tseng
Eladio Montero-Porras
Ollie Ballinger
Susan Vermeer
Anikó Hannák
Anna Sara Ligeti
Sophia Johanna Schlosser
Gert Stulp
Fionneke M Bos
Carmine Spagnuolo
Yunhao Yuan
Adam Stefkovics
Micah Epstein
Ruhao Liu
Ziwen Chen
Anya Hommadova Lu
Taichi Murayama
Jürgen Pfeffer
Simon Colton
Ralf Kurvers
Jie Hua
Andrea W Wang
Aaron J. Schwartz
Kasper Welbers
Victor Hugo Orozco-Olvera
Susan Banducci
Shotaro Ishihara
Duncan J. Watts
Frank Schweitzer
Isabella Loaiza
Jonas Raaschou-Pedersen
Cassandra Overney
Martin Ardvisson
Andrea Gentili
Armando Bazzani
Emma Hoes
Marcos Oliveira
Stephen Davies
Sarah Ita Levitan
Claudia Wagner
Aymeric Luneau
Tomaso Erseghe
Aguru Ishibashi
Shannon Poulsen
Adriano Belisario
Nicola Perra
Ashley Francisco
Renzhe Yu
Meghan Armstrong
Eric Dignum
Surendra Hazarie
Sadamori Kojaku
Sanja Scepanovic
