Author,Community,Degree
https://openalex.org/A5065396462,38,19
https://openalex.org/A5012270886,38,8
https://openalex.org/A5027693284,1,4
https://openalex.org/A5035399743,41,15
https://openalex.org/A5025029489,40,16
https://openalex.org/A5052991629,46,9
https://openalex.org/A5029186501,32,4
https://openalex.org/A5074483574,45,5
https://openalex.org/A5045455445,45,5
https://openalex.org/A5075713144,31,11
https://openalex.org/A5061047545,0,14
https://openalex.org/A5010148429,44,8
https://openalex.org/A5021661411,35,3
https://openalex.org/A5082246308,46,3
https://openalex.org/A5010601798,1,14
https://openalex.org/A5025953837,15,7
https://openalex.org/A5050613769,38,8
https://openalex.org/A5013335546,40,6
https://openalex.org/A5021209136,17,8
https://openalex.org/A5036812133,38,9
https://openalex.org/A5048127376,35,1
https://openalex.org/A5087645671,52,11
https://openalex.org/A5071390808,17,9
https://openalex.org/A5021353263,1,8
https://openalex.org/A5010913808,1,6
https://openalex.org/A5015067856,35,1
https://openalex.org/A5029049026,52,1
https://openalex.org/A5044984659,40,7
https://openalex.org/A5032571629,35,13
https://openalex.org/A5048928683,31,10
https://openalex.org/A5063612469,35,8
https://openalex.org/A5022050902,62,3
https://openalex.org/A5025332135,35,3
https://openalex.org/A5045528013,31,24
https://openalex.org/A5031341964,35,15
https://openalex.org/A5013716133,52,8
https://openalex.org/A5068657154,15,4
https://openalex.org/A5027911327,38,5
https://openalex.org/A5039903412,46,7
https://openalex.org/A5006543736,15,5
https://openalex.org/A5000536361,41,2
https://openalex.org/A5056142478,18,11
https://openalex.org/A5049874690,80,10
https://openalex.org/A5052913420,80,7
https://openalex.org/A5041808115,35,5
https://openalex.org/A5063256470,57,11
https://openalex.org/A5078182007,31,15
https://openalex.org/A5006404753,17,9
https://openalex.org/A5016897262,41,5
https://openalex.org/A5047263000,57,8
https://openalex.org/A5047351656,35,11
https://openalex.org/A5047073879,35,11
https://openalex.org/A5040994454,31,7
https://openalex.org/A5016194897,17,4
https://openalex.org/A5081935227,4,4
https://openalex.org/A5085443264,80,7
https://openalex.org/A5063503684,46,4
https://openalex.org/A5039351101,15,3
https://openalex.org/A5072352855,57,10
https://openalex.org/A5016454136,46,6
https://openalex.org/A5065078701,80,6
https://openalex.org/A5014417551,15,3
https://openalex.org/A5081153880,46,6
https://openalex.org/A5065281472,35,7
https://openalex.org/A5023471253,35,11
https://openalex.org/A5041419426,35,8
https://openalex.org/A5048337372,35,5
https://openalex.org/A5019102177,15,5
https://openalex.org/A5012052463,35,5
https://openalex.org/A5063580605,46,7
https://openalex.org/A5023247190,80,6
https://openalex.org/A5030133174,46,6
https://openalex.org/A5079021694,46,6
https://openalex.org/A5037708423,28,10
https://openalex.org/A5035217690,38,7
https://openalex.org/A5016082897,38,9
https://openalex.org/A5089373684,30,6
https://openalex.org/A5038117263,30,6
https://openalex.org/A5025897679,46,3
https://openalex.org/A5057247822,46,3
https://openalex.org/A5038609897,38,13
https://openalex.org/A5000474458,35,12
https://openalex.org/A5077869603,30,6
https://openalex.org/A5038156017,57,9
https://openalex.org/A5043940438,46,2
https://openalex.org/A5082470127,4,3
https://openalex.org/A5076015278,15,3
https://openalex.org/A5077038503,57,4
https://openalex.org/A5089592034,41,3
https://openalex.org/A5053498662,35,10
https://openalex.org/A5034692062,15,2
https://openalex.org/A5001410589,15,5
https://openalex.org/A5025265147,35,7
https://openalex.org/A5060979948,35,10
https://openalex.org/A5065814281,35,6
https://openalex.org/A5062161070,46,2
https://openalex.org/A5075284188,35,4
https://openalex.org/A5048198434,41,2
https://openalex.org/A5057365719,28,5
https://openalex.org/A5084482139,35,2
https://openalex.org/A5011660284,35,1
https://openalex.org/A5038261855,41,7
https://openalex.org/A5055959450,31,8
https://openalex.org/A5057759765,46,3
https://openalex.org/A5073823650,46,2
https://openalex.org/A5085809537,46,2
https://openalex.org/A5019243136,31,8
https://openalex.org/A5047692275,41,7
https://openalex.org/A5068778348,35,3
https://openalex.org/A5014750522,11,4
https://openalex.org/A5048899219,46,6
https://openalex.org/A5079235911,41,3
https://openalex.org/A5016562405,41,7
https://openalex.org/A5071470375,11,4
https://openalex.org/A5080001826,41,7
https://openalex.org/A5045147540,35,6
https://openalex.org/A5087192893,46,3
https://openalex.org/A5074173223,35,8
https://openalex.org/A5060210420,41,7
https://openalex.org/A5018096937,41,7
https://openalex.org/A5000248781,46,6
https://openalex.org/A5025922374,46,3
https://openalex.org/A5067991374,40,2
https://openalex.org/A5020199355,35,3
https://openalex.org/A5059273574,41,5
https://openalex.org/A5051066814,46,5
https://openalex.org/A5084632542,46,3
https://openalex.org/A5080148034,46,3
https://openalex.org/A5010724425,35,4
https://openalex.org/A5036365532,46,5
https://openalex.org/A5050195037,15,12
https://openalex.org/A5009604048,35,9
https://openalex.org/A5048781653,52,4
https://openalex.org/A5030978586,46,7
https://openalex.org/A5085160284,35,9
https://openalex.org/A5004836627,52,8
https://openalex.org/A5002364120,35,7
https://openalex.org/A5064822514,35,7
https://openalex.org/A5030806296,52,6
https://openalex.org/A5074712618,46,2
https://openalex.org/A5040958187,52,5
https://openalex.org/A5077738162,35,7
https://openalex.org/A5083910193,0,5
https://openalex.org/A5045798114,35,6
https://openalex.org/A5006651985,38,9
https://openalex.org/A5081511841,41,2
https://openalex.org/A5042286316,18,9
https://openalex.org/A5063079579,37,25
https://openalex.org/A5023562810,44,3
https://openalex.org/A5001949402,37,20
https://openalex.org/A5035867363,37,9
https://openalex.org/A5065732380,52,4
https://openalex.org/A5048664425,46,3
https://openalex.org/A5048629030,35,5
https://openalex.org/A5005663679,52,4
https://openalex.org/A5043868130,31,12
https://openalex.org/A5047270546,35,12
https://openalex.org/A5070829652,16,9
https://openalex.org/A5064116837,35,4
https://openalex.org/A5066047489,14,6
https://openalex.org/A5085393190,46,4
https://openalex.org/A5071914264,35,3
https://openalex.org/A5024546080,46,4
https://openalex.org/A5041691306,46,6
https://openalex.org/A5059734965,37,13
https://openalex.org/A5011961838,37,17
https://openalex.org/A5071820546,37,4
https://openalex.org/A5021531151,46,2
https://openalex.org/A5080186393,37,6
https://openalex.org/A5065306947,37,7
https://openalex.org/A5013438507,33,6
https://openalex.org/A5082349516,35,4
https://openalex.org/A5084157366,37,11
https://openalex.org/A5066725297,20,1
https://openalex.org/A5077971373,46,2
https://openalex.org/A5072788389,35,4
https://openalex.org/A5037124302,37,12
https://openalex.org/A5062172071,37,18
https://openalex.org/A5019973376,35,5
https://openalex.org/A5062575481,37,10
https://openalex.org/A5005003721,40,4
https://openalex.org/A5034012488,37,2
https://openalex.org/A5015184127,31,2
https://openalex.org/A5087884109,62,15
https://openalex.org/A5030179183,37,10
https://openalex.org/A5058448921,41,15
https://openalex.org/A5042306468,37,12
https://openalex.org/A5084976375,37,8
https://openalex.org/A5038920997,37,9
https://openalex.org/A5006191616,20,2
https://openalex.org/A5029384080,18,2
https://openalex.org/A5035069351,37,6
https://openalex.org/A5012536517,37,4
https://openalex.org/A5020294117,37,20
https://openalex.org/A5057897150,37,13
https://openalex.org/A5075162103,44,3
https://openalex.org/A5011734740,62,3
https://openalex.org/A5022605969,37,7
https://openalex.org/A5061318142,37,9
https://openalex.org/A5042386498,37,11
https://openalex.org/A5070425694,37,2
https://openalex.org/A5033802658,37,27
https://openalex.org/A5083429126,37,7
https://openalex.org/A5061227329,56,11
https://openalex.org/A5086693417,20,4
https://openalex.org/A5053479856,37,9
https://openalex.org/A5062580529,37,12
https://openalex.org/A5064818681,44,9
https://openalex.org/A5086896526,37,12
https://openalex.org/A5049045047,37,5
https://openalex.org/A5019178864,20,3
https://openalex.org/A5055506349,37,12
https://openalex.org/A5005513029,37,9
https://openalex.org/A5000209112,85,5
https://openalex.org/A5082323876,33,19
https://openalex.org/A5016884848,115,5
https://openalex.org/A5027359112,115,5
https://openalex.org/A5077116242,20,2
https://openalex.org/A5046111391,33,3
https://openalex.org/A5079400587,37,9
https://openalex.org/A5069827178,31,3
https://openalex.org/A5023874785,0,26
https://openalex.org/A5008316506,47,13
https://openalex.org/A5054775817,39,12
https://openalex.org/A5057990905,10,3
https://openalex.org/A5017564609,31,22
https://openalex.org/A5073242709,18,10
https://openalex.org/A5067688305,10,48
https://openalex.org/A5078661846,37,16
https://openalex.org/A5000532612,31,14
https://openalex.org/A5084179523,0,6
https://openalex.org/A5074435310,10,14
https://openalex.org/A5060050703,37,7
https://openalex.org/A5009435876,31,9
https://openalex.org/A5036550121,18,5
https://openalex.org/A5053540185,56,4
https://openalex.org/A5080213205,56,6
https://openalex.org/A5033317835,10,12
https://openalex.org/A5017482957,37,7
https://openalex.org/A5000166339,37,6
https://openalex.org/A5054661230,37,11
https://openalex.org/A5021604824,0,6
https://openalex.org/A5058840149,10,33
https://openalex.org/A5063959224,0,6
https://openalex.org/A5003218340,37,6
https://openalex.org/A5038403882,37,6
https://openalex.org/A5046585507,116,3
https://openalex.org/A5002388240,37,6
https://openalex.org/A5037532163,37,18
https://openalex.org/A5047303451,116,4
https://openalex.org/A5034851126,18,2
https://openalex.org/A5077163408,20,1
https://openalex.org/A5064396720,31,5
https://openalex.org/A5021946135,37,9
https://openalex.org/A5045518349,31,8
https://openalex.org/A5087893605,10,8
https://openalex.org/A5023099522,37,8
https://openalex.org/A5004468255,37,6
https://openalex.org/A5068931866,10,4
https://openalex.org/A5072456187,117,3
https://openalex.org/A5029449724,10,3
https://openalex.org/A5008750243,1,4
https://openalex.org/A5027163845,1,8
https://openalex.org/A5088617975,31,6
https://openalex.org/A5040953327,10,3
https://openalex.org/A5053477112,31,8
https://openalex.org/A5029463248,20,3
https://openalex.org/A5089612731,37,6
https://openalex.org/A5062623212,37,6
https://openalex.org/A5042728295,117,3
https://openalex.org/A5020793872,31,8
https://openalex.org/A5062276512,14,23
https://openalex.org/A5089872149,15,2
https://openalex.org/A5082771661,33,9
https://openalex.org/A5021557432,37,3
https://openalex.org/A5038054573,37,8
https://openalex.org/A5043269024,6,4
https://openalex.org/A5003763447,37,7
https://openalex.org/A5050256273,61,6
https://openalex.org/A5007028896,31,10
https://openalex.org/A5041492681,30,27
https://openalex.org/A5007705236,37,5
https://openalex.org/A5022335223,116,3
https://openalex.org/A5053433716,14,17
https://openalex.org/A5067571045,31,11
https://openalex.org/A5052636056,61,9
https://openalex.org/A5019035134,6,3
https://openalex.org/A5037841139,61,9
https://openalex.org/A5013091873,61,6
https://openalex.org/A5074451641,37,7
https://openalex.org/A5010764981,37,5
https://openalex.org/A5090414948,37,5
https://openalex.org/A5028808281,41,3
https://openalex.org/A5089128108,118,2
https://openalex.org/A5011141664,37,6
https://openalex.org/A5027396281,37,5
https://openalex.org/A5008584458,37,7
https://openalex.org/A5061768737,33,10
https://openalex.org/A5042104049,33,12
https://openalex.org/A5085792873,20,1
https://openalex.org/A5034160918,41,4
https://openalex.org/A5007049707,30,11
https://openalex.org/A5031729197,56,4
https://openalex.org/A5020772870,37,5
https://openalex.org/A5079752137,37,22
https://openalex.org/A5033853101,20,2
https://openalex.org/A5011005696,33,8
https://openalex.org/A5002262440,61,6
https://openalex.org/A5040268735,37,7
https://openalex.org/A5047606099,116,3
https://openalex.org/A5008490574,10,2
https://openalex.org/A5069956792,20,3
https://openalex.org/A5044171260,61,5
https://openalex.org/A5075714861,37,7
https://openalex.org/A5051787261,61,5
https://openalex.org/A5004170823,61,7
https://openalex.org/A5053550912,33,10
https://openalex.org/A5025030042,33,21
https://openalex.org/A5049176398,31,8
https://openalex.org/A5057105677,116,3
https://openalex.org/A5067168180,45,3
https://openalex.org/A5011970474,37,4
https://openalex.org/A5066213576,37,8
https://openalex.org/A5050995871,37,5
https://openalex.org/A5034990851,37,5
https://openalex.org/A5065381457,37,5
https://openalex.org/A5027023070,45,5
https://openalex.org/A5062466000,20,5
https://openalex.org/A5035350409,37,6
https://openalex.org/A5030348135,66,5
https://openalex.org/A5049102655,37,1
https://openalex.org/A5054285669,116,7
https://openalex.org/A5062131691,37,6
https://openalex.org/A5027464758,37,6
https://openalex.org/A5006548048,18,5
https://openalex.org/A5048625929,116,8
https://openalex.org/A5014762529,37,6
https://openalex.org/A5041002067,37,7
https://openalex.org/A5071909501,28,9
https://openalex.org/A5058008326,10,6
https://openalex.org/A5001373039,116,5
https://openalex.org/A5035781155,37,9
https://openalex.org/A5090791456,20,5
https://openalex.org/A5010771835,20,3
https://openalex.org/A5029977089,20,7
https://openalex.org/A5050636888,28,13
https://openalex.org/A5063874029,118,4
https://openalex.org/A5052975576,116,3
https://openalex.org/A5055416007,63,3
https://openalex.org/A5003743605,116,7
https://openalex.org/A5023961667,15,8
https://openalex.org/A5047408261,116,6
https://openalex.org/A5053334802,45,5
https://openalex.org/A5042367859,20,3
https://openalex.org/A5066842848,116,6
https://openalex.org/A5090098518,116,4
https://openalex.org/A5025184822,116,4
https://openalex.org/A5046479021,31,12
https://openalex.org/A5058072635,45,5
https://openalex.org/A5084264842,116,5
https://openalex.org/A5007419039,33,7
https://openalex.org/A5045705475,20,13
https://openalex.org/A5088034862,10,2
https://openalex.org/A5033685419,37,7
https://openalex.org/A5032683379,118,3
https://openalex.org/A5080939756,20,4
https://openalex.org/A5033575129,37,2
https://openalex.org/A5006584942,116,3
https://openalex.org/A5062266428,30,3
https://openalex.org/A5008889608,2,3
https://openalex.org/A5062343163,20,5
https://openalex.org/A5004733423,37,8
https://openalex.org/A5011214935,10,3
https://openalex.org/A5091304514,37,9
https://openalex.org/A5046026314,15,4
https://openalex.org/A5034682188,30,15
https://openalex.org/A5005363187,61,2
https://openalex.org/A5052950997,30,6
https://openalex.org/A5000295592,20,1
https://openalex.org/A5050142728,24,4
https://openalex.org/A5041710385,28,22
https://openalex.org/A5049314735,2,5
https://openalex.org/A5017969792,61,3
https://openalex.org/A5019047127,24,3
https://openalex.org/A5005604683,37,4
https://openalex.org/A5039486115,28,9
https://openalex.org/A5065151205,116,2
https://openalex.org/A5033890226,116,6
https://openalex.org/A5061943390,20,3
https://openalex.org/A5029898601,116,2
https://openalex.org/A5027930488,116,5
https://openalex.org/A5079039372,28,17
https://openalex.org/A5084956694,33,5
https://openalex.org/A5089533997,33,3
https://openalex.org/A5090608742,20,4
https://openalex.org/A5064924981,44,2
https://openalex.org/A5056630304,33,4
https://openalex.org/A5060960665,39,13
https://openalex.org/A5067142016,25,15
https://openalex.org/A5012441798,44,4
https://openalex.org/A5025873475,116,5
https://openalex.org/A5066582682,39,17
https://openalex.org/A5077042612,80,5
https://openalex.org/A5008937334,39,8
https://openalex.org/A5022324167,116,3
https://openalex.org/A5051935198,39,5
https://openalex.org/A5073330873,44,7
https://openalex.org/A5082303058,20,4
https://openalex.org/A5085703070,39,15
https://openalex.org/A5074754596,20,2
https://openalex.org/A5050454940,44,10
https://openalex.org/A5078795224,39,7
https://openalex.org/A5013468993,10,2
https://openalex.org/A5016085579,39,16
https://openalex.org/A5005433765,63,3
https://openalex.org/A5026106177,20,4
https://openalex.org/A5027426623,116,5
https://openalex.org/A5039533103,20,4
https://openalex.org/A5086963659,39,9
https://openalex.org/A5071773047,29,2
https://openalex.org/A5017134980,39,11
https://openalex.org/A5042328959,28,12
https://openalex.org/A5083007909,28,38
https://openalex.org/A5022325093,39,8
https://openalex.org/A5027376496,28,8
https://openalex.org/A5072796055,28,13
https://openalex.org/A5001267742,39,8
https://openalex.org/A5043166229,17,4
https://openalex.org/A5061632541,28,9
https://openalex.org/A5014725175,24,2
https://openalex.org/A5048246816,24,3
https://openalex.org/A5013415968,39,8
https://openalex.org/A5075732511,28,6
https://openalex.org/A5020836177,44,7
https://openalex.org/A5046253607,28,44
https://openalex.org/A5023327362,55,7
https://openalex.org/A5027052270,29,10
https://openalex.org/A5024996172,29,20
https://openalex.org/A5042480969,44,5
https://openalex.org/A5086660592,39,8
https://openalex.org/A5038106511,44,4
https://openalex.org/A5056874019,30,9
https://openalex.org/A5074263397,40,8
https://openalex.org/A5040486560,28,11
https://openalex.org/A5029670252,119,2
https://openalex.org/A5005669749,40,19
https://openalex.org/A5052646569,44,3
https://openalex.org/A5077915689,28,3
https://openalex.org/A5054831137,45,28
https://openalex.org/A5004895406,28,5
https://openalex.org/A5058636655,45,7
https://openalex.org/A5040185719,28,27
https://openalex.org/A5062640417,45,3
https://openalex.org/A5006335618,28,5
https://openalex.org/A5031709228,45,19
https://openalex.org/A5008547992,44,9
https://openalex.org/A5010873624,28,9
https://openalex.org/A5013075653,44,3
https://openalex.org/A5058961277,29,3
https://openalex.org/A5067002888,28,5
https://openalex.org/A5051049303,28,3
https://openalex.org/A5027591433,28,6
https://openalex.org/A5075925476,28,7
https://openalex.org/A5024647065,40,9
https://openalex.org/A5059541816,39,10
https://openalex.org/A5017815787,2,9
https://openalex.org/A5084177841,28,4
https://openalex.org/A5008926869,28,7
https://openalex.org/A5085857602,28,6
https://openalex.org/A5086173474,28,27
https://openalex.org/A5090998447,28,15
https://openalex.org/A5057353513,120,4
https://openalex.org/A5034963632,44,8
https://openalex.org/A5010359719,28,6
https://openalex.org/A5012554861,28,15
https://openalex.org/A5007638663,44,5
https://openalex.org/A5010206618,29,4
https://openalex.org/A5071048934,28,4
https://openalex.org/A5091587294,28,11
https://openalex.org/A5075533617,16,13
https://openalex.org/A5001893735,29,8
https://openalex.org/A5005698588,28,4
https://openalex.org/A5016693415,120,6
https://openalex.org/A5086710731,24,2
https://openalex.org/A5057526407,120,5
https://openalex.org/A5045125183,28,10
https://openalex.org/A5069768247,28,4
https://openalex.org/A5024124132,24,2
https://openalex.org/A5010643773,40,2
https://openalex.org/A5010546001,28,4
https://openalex.org/A5022456933,120,34
https://openalex.org/A5023441239,28,4
https://openalex.org/A5051393936,119,2
https://openalex.org/A5076107180,28,5
https://openalex.org/A5055224108,119,3
https://openalex.org/A5036968995,44,5
https://openalex.org/A5030682192,29,10
https://openalex.org/A5033418500,2,2
https://openalex.org/A5068784452,29,28
https://openalex.org/A5081110905,28,5
https://openalex.org/A5027384528,121,4
https://openalex.org/A5043271474,120,7
https://openalex.org/A5032967174,120,9
https://openalex.org/A5002127800,39,2
https://openalex.org/A5054175637,120,8
https://openalex.org/A5052706445,121,4
https://openalex.org/A5011774556,120,9
https://openalex.org/A5006136084,120,8
https://openalex.org/A5081875121,120,13
https://openalex.org/A5052729408,120,4
https://openalex.org/A5072883909,120,8
https://openalex.org/A5088538734,120,12
https://openalex.org/A5079532521,29,4
https://openalex.org/A5069443386,39,5
https://openalex.org/A5004953425,44,7
https://openalex.org/A5064553018,44,13
https://openalex.org/A5078716009,39,3
https://openalex.org/A5031368885,29,11
https://openalex.org/A5012067736,120,3
https://openalex.org/A5056214167,120,5
https://openalex.org/A5065092681,39,3
https://openalex.org/A5004513238,44,2
https://openalex.org/A5081436755,44,4
https://openalex.org/A5049313272,121,2
https://openalex.org/A5025435524,120,6
https://openalex.org/A5083678921,119,2
https://openalex.org/A5081235062,24,1
https://openalex.org/A5076074691,44,7
https://openalex.org/A5002432887,30,2
https://openalex.org/A5070289951,30,2
https://openalex.org/A5046691048,44,8
https://openalex.org/A5022392874,120,3
https://openalex.org/A5040076942,44,7
https://openalex.org/A5054616540,15,3
https://openalex.org/A5047313495,15,4
https://openalex.org/A5077972623,28,11
https://openalex.org/A5070868769,8,10
https://openalex.org/A5009958753,30,9
https://openalex.org/A5067437765,24,3
https://openalex.org/A5020214405,14,4
https://openalex.org/A5038816155,120,5
https://openalex.org/A5084469686,17,14
https://openalex.org/A5063346157,120,5
https://openalex.org/A5052445904,17,8
https://openalex.org/A5045306762,24,2
https://openalex.org/A5077152506,122,3
https://openalex.org/A5017836070,123,2
https://openalex.org/A5053947885,18,8
https://openalex.org/A5066873932,18,14
https://openalex.org/A5010366012,17,7
https://openalex.org/A5088695714,47,10
https://openalex.org/A5078140696,57,13
https://openalex.org/A5019494985,18,6
https://openalex.org/A5051966391,44,2
https://openalex.org/A5015039782,57,12
https://openalex.org/A5065641048,47,5
https://openalex.org/A5015563839,40,1
https://openalex.org/A5074539886,57,17
https://openalex.org/A5071160677,14,11
https://openalex.org/A5033238429,47,7
https://openalex.org/A5087180664,57,17
https://openalex.org/A5013698019,123,2
https://openalex.org/A5020220741,44,2
https://openalex.org/A5048882444,44,2
https://openalex.org/A5036735330,14,5
https://openalex.org/A5011408780,44,3
https://openalex.org/A5002213775,15,1
https://openalex.org/A5031759246,31,8
https://openalex.org/A5059144722,47,5
https://openalex.org/A5037861439,17,7
https://openalex.org/A5014724580,31,17
https://openalex.org/A5020340631,31,21
https://openalex.org/A5039334766,1,4
https://openalex.org/A5040213166,1,9
https://openalex.org/A5090046099,17,9
https://openalex.org/A5038706435,31,10
https://openalex.org/A5053568949,47,6
https://openalex.org/A5032417423,31,21
https://openalex.org/A5020318194,30,6
https://openalex.org/A5055734248,18,8
https://openalex.org/A5054619352,30,7
https://openalex.org/A5061412455,17,3
https://openalex.org/A5091864130,17,8
https://openalex.org/A5058563569,47,5
https://openalex.org/A5069762894,47,6
https://openalex.org/A5060225743,18,28
https://openalex.org/A5046444281,30,12
https://openalex.org/A5057330200,31,11
https://openalex.org/A5081946864,30,4
https://openalex.org/A5014456836,30,7
https://openalex.org/A5037208593,47,6
https://openalex.org/A5082580430,47,4
https://openalex.org/A5031526995,33,18
https://openalex.org/A5044260252,17,3
https://openalex.org/A5078672329,18,5
https://openalex.org/A5045065074,15,1
https://openalex.org/A5066739208,1,4
https://openalex.org/A5030360680,17,3
https://openalex.org/A5030878386,31,8
https://openalex.org/A5069373510,47,4
https://openalex.org/A5074448203,33,14
https://openalex.org/A5054198262,47,7
https://openalex.org/A5043134791,47,5
https://openalex.org/A5057140338,2,4
https://openalex.org/A5003216983,47,6
https://openalex.org/A5076985100,2,10
https://openalex.org/A5059580063,47,5
https://openalex.org/A5044414266,47,4
https://openalex.org/A5057977875,2,6
https://openalex.org/A5070491230,30,4
https://openalex.org/A5062365263,33,19
https://openalex.org/A5004318489,30,5
https://openalex.org/A5067313793,33,10
https://openalex.org/A5089187689,47,3
https://openalex.org/A5084405627,30,11
https://openalex.org/A5028367820,30,7
https://openalex.org/A5025181475,33,8
https://openalex.org/A5064847633,30,4
https://openalex.org/A5002562252,47,6
https://openalex.org/A5051926239,4,6
https://openalex.org/A5013741080,40,16
https://openalex.org/A5077700776,15,2
https://openalex.org/A5013791491,18,4
https://openalex.org/A5065889346,103,3
https://openalex.org/A5040859652,103,2
https://openalex.org/A5069264300,30,15
https://openalex.org/A5055869562,15,3
https://openalex.org/A5075440998,15,4
https://openalex.org/A5020667150,40,2
https://openalex.org/A5030957173,4,6
https://openalex.org/A5078477729,33,7
https://openalex.org/A5091670125,30,4
https://openalex.org/A5082767919,18,11
https://openalex.org/A5087437068,33,5
https://openalex.org/A5010924288,1,14
https://openalex.org/A5003850251,47,4
https://openalex.org/A5009408707,18,18
https://openalex.org/A5037982517,15,3
https://openalex.org/A5060067799,18,11
https://openalex.org/A5073211270,47,4
https://openalex.org/A5071875720,17,9
https://openalex.org/A5005160708,4,8
https://openalex.org/A5008608420,18,4
https://openalex.org/A5068184256,18,4
https://openalex.org/A5018091071,4,12
https://openalex.org/A5031954654,15,2
https://openalex.org/A5029762051,18,5
https://openalex.org/A5004123487,47,4
https://openalex.org/A5025255782,18,15
https://openalex.org/A5054443906,33,16
https://openalex.org/A5026053703,33,16
https://openalex.org/A5066361095,1,5
https://openalex.org/A5086654042,18,7
https://openalex.org/A5062709079,18,4
https://openalex.org/A5023625736,8,5
https://openalex.org/A5010063991,8,11
https://openalex.org/A5071466474,33,7
https://openalex.org/A5011045254,44,3
https://openalex.org/A5051981195,18,3
https://openalex.org/A5088159336,30,8
https://openalex.org/A5058570459,33,5
https://openalex.org/A5053493294,18,3
https://openalex.org/A5029209441,8,11
https://openalex.org/A5030858516,18,2
https://openalex.org/A5024581770,1,13
https://openalex.org/A5018222104,12,2
https://openalex.org/A5001513750,33,6
https://openalex.org/A5027869544,15,2
https://openalex.org/A5050455964,10,6
https://openalex.org/A5048447340,47,5
https://openalex.org/A5055909006,18,2
https://openalex.org/A5051471901,17,30
https://openalex.org/A5064565024,4,3
https://openalex.org/A5084527753,124,4
https://openalex.org/A5061449961,18,2
https://openalex.org/A5082816752,30,5
https://openalex.org/A5015978684,33,6
https://openalex.org/A5000945444,47,4
https://openalex.org/A5004519685,4,4
https://openalex.org/A5040235344,30,8
https://openalex.org/A5024678267,17,3
https://openalex.org/A5035273575,30,1
https://openalex.org/A5063359398,15,3
https://openalex.org/A5078297482,18,10
https://openalex.org/A5065376302,18,7
https://openalex.org/A5009294754,15,3
https://openalex.org/A5089009282,8,7
https://openalex.org/A5060456545,39,10
https://openalex.org/A5019818981,47,4
https://openalex.org/A5024660179,47,4
https://openalex.org/A5017245346,103,5
https://openalex.org/A5023832609,103,6
https://openalex.org/A5006251603,33,7
https://openalex.org/A5017840476,103,5
https://openalex.org/A5058872984,33,7
https://openalex.org/A5040747504,33,11
https://openalex.org/A5017953596,124,4
https://openalex.org/A5048332271,103,6
https://openalex.org/A5079869230,103,6
https://openalex.org/A5065688490,124,4
https://openalex.org/A5076189854,18,42
https://openalex.org/A5040390464,33,5
https://openalex.org/A5037013778,4,12
https://openalex.org/A5066184920,18,5
https://openalex.org/A5029102592,47,4
https://openalex.org/A5032703090,3,3
https://openalex.org/A5043262011,18,5
https://openalex.org/A5005542430,3,8
https://openalex.org/A5015873569,33,12
https://openalex.org/A5040636728,47,5
https://openalex.org/A5059668842,125,3
https://openalex.org/A5004417021,33,8
https://openalex.org/A5076523912,33,5
https://openalex.org/A5013467305,18,3
https://openalex.org/A5051563238,30,6
https://openalex.org/A5024943385,4,5
https://openalex.org/A5011860154,8,4
https://openalex.org/A5009108675,3,4
https://openalex.org/A5021070482,18,3
https://openalex.org/A5002723662,17,5
https://openalex.org/A5064012317,15,4
https://openalex.org/A5069874026,47,5
https://openalex.org/A5080881764,1,12
https://openalex.org/A5020685414,30,6
https://openalex.org/A5029845004,125,3
https://openalex.org/A5052389888,47,4
https://openalex.org/A5041983344,33,5
https://openalex.org/A5080075106,47,4
https://openalex.org/A5037853888,18,7
https://openalex.org/A5065369448,33,4
https://openalex.org/A5033411778,18,3
https://openalex.org/A5007067645,47,5
https://openalex.org/A5073732243,4,3
https://openalex.org/A5084396713,3,2
https://openalex.org/A5079709359,47,12
https://openalex.org/A5036475095,8,14
https://openalex.org/A5016157034,47,2
https://openalex.org/A5027788582,47,7
https://openalex.org/A5071848366,15,2
https://openalex.org/A5078998782,47,10
https://openalex.org/A5038042011,10,7
https://openalex.org/A5090151532,8,5
https://openalex.org/A5069476228,47,19
https://openalex.org/A5004550374,15,3
https://openalex.org/A5007747700,8,5
https://openalex.org/A5055388471,47,8
https://openalex.org/A5057842242,47,3
https://openalex.org/A5088618195,15,3
https://openalex.org/A5055287301,17,5
https://openalex.org/A5076365908,33,6
https://openalex.org/A5009354586,47,4
https://openalex.org/A5060417636,18,3
https://openalex.org/A5024176058,126,1
https://openalex.org/A5052646282,47,4
https://openalex.org/A5002798141,18,14
https://openalex.org/A5064485567,44,10
https://openalex.org/A5040129440,18,11
https://openalex.org/A5027209780,44,5
https://openalex.org/A5068424062,17,15
https://openalex.org/A5062636496,44,11
https://openalex.org/A5021314811,44,12
https://openalex.org/A5049664275,44,10
https://openalex.org/A5040147624,44,8
https://openalex.org/A5090757725,66,5
https://openalex.org/A5082742221,18,20
https://openalex.org/A5020189261,18,7
https://openalex.org/A5031463408,0,10
https://openalex.org/A5006636279,66,5
https://openalex.org/A5017937791,17,2
https://openalex.org/A5078581523,44,8
https://openalex.org/A5045407317,66,5
https://openalex.org/A5024663213,40,6
https://openalex.org/A5068651250,40,15
https://openalex.org/A5032415518,17,17
https://openalex.org/A5024377883,30,11
https://openalex.org/A5074066409,40,4
https://openalex.org/A5061020925,44,5
